dbid,name,type,uniprot_name,cid,uniprot,poi,ligase,smiles,dc50,dmax,molecular_weight,exact_mass,heavy_atom_count,ring_count,hbond_donor_count,hbond_acceptor_count,molecular_formula,inchi,inchikey
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5483,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1087.692,1086.43641416,76,8,5,14,C54H65ClF2N10O8S,"InChI=1S/C54H65ClF2N10O8S/c1-32-47(76-31-61-32)34-11-9-33(10-12-34)40(63-50(71)42-25-36(68)29-67(42)51(72)48(53(2,3)4)64-52(73)54(57)15-16-54)28-45(69)58-17-6-8-46(70)66-21-19-65(20-22-66)18-7-23-75-44-26-37-41(27-43(44)74-5)59-30-60-49(37)62-35-13-14-39(56)38(55)24-35/h9-14,24,26-27,30-31,36,40,42,48,68H,6-8,15-23,25,28-29H2,1-5H3,(H,58,69)(H,63,71)(H,64,73)(H,59,60,62)/t36-,40+,42+,48-/m1/s1",MLPWVFYXPJNYIP-OQQYKNMXSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,592,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,1000.639,999.424372256,70,7,4,13,C51H63ClFN9O7S,"InChI=1S/C51H63ClFN9O7S/c1-32-46(70-31-57-32)34-14-12-33(13-15-34)28-54-49(66)41-25-36(63)29-62(41)50(67)47(51(2,3)4)59-44(64)10-7-6-8-11-45(65)61-21-19-60(20-22-61)18-9-23-69-43-26-37-40(27-42(43)68-5)55-30-56-48(37)58-35-16-17-39(53)38(52)24-35/h12-17,24,26-27,30-31,36,41,47,63H,6-11,18-23,25,28-29H2,1-5H3,(H,54,66)(H,59,64)(H,55,56,58)/t36-,41+,47-/m1/s1",ISBWTTKCXBFWJM-FGUOTCRGSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,592,P00533,EGFR L858R,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,1000.639,999.424372256,70,7,4,13,C51H63ClFN9O7S,"InChI=1S/C51H63ClFN9O7S/c1-32-46(70-31-57-32)34-14-12-33(13-15-34)28-54-49(66)41-25-36(63)29-62(41)50(67)47(51(2,3)4)59-44(64)10-7-6-8-11-45(65)61-21-19-60(20-22-61)18-9-23-69-43-26-37-40(27-42(43)68-5)55-30-56-48(37)58-35-16-17-39(53)38(52)24-35/h12-17,24,26-27,30-31,36,41,47,63H,6-11,18-23,25,28-29H2,1-5H3,(H,54,66)(H,59,64)(H,55,56,58)/t36-,41+,47-/m1/s1",ISBWTTKCXBFWJM-FGUOTCRGSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,2231,P00533,EGFR L858R/T790M,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,30-50/100,,854.34,853.31145068,61,7,4,12,C43H45ClFN9O7,"InChI=1S/C43H45ClFN9O7/c1-2-36(55)50-33-23-28-32(47-25-48-40(28)49-26-11-12-30(45)29(44)22-26)24-35(33)61-21-7-16-52-17-19-53(20-18-52)38(57)10-4-3-5-15-46-31-9-6-8-27-39(31)43(60)54(42(27)59)34-13-14-37(56)51-41(34)58/h2,6,8-9,11-12,22-25,34,46H,1,3-5,7,10,13-21H2,(H,50,55)(H,47,48,49)(H,51,56,58)",UFVWZVUFBJDPFK-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,2231,P00533,EGFR e19d,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,100,40,854.34,853.31145068,61,7,4,12,C43H45ClFN9O7,"InChI=1S/C43H45ClFN9O7/c1-2-36(55)50-33-23-28-32(47-25-48-40(28)49-26-11-12-30(45)29(44)22-26)24-35(33)61-21-7-16-52-17-19-53(20-18-52)38(57)10-4-3-5-15-46-31-9-6-8-27-39(31)43(60)54(42(27)59)34-13-14-37(56)51-41(34)58/h2,6,8-9,11-12,22-25,34,46H,1,3-5,7,10,13-21H2,(H,50,55)(H,47,48,49)(H,51,56,58)",UFVWZVUFBJDPFK-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5473,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1081.713,1080.44583597,76,8,4,15,C55H66ClFN10O8S,"InChI=1S/C55H66ClFN10O8S/c1-33(2)51(48-24-34(3)64-75-48)55(72)67-30-39(68)26-45(67)54(71)63-43(36-11-13-37(14-12-36)52-35(4)61-32-76-52)29-49(69)58-17-8-6-7-10-50(70)66-21-19-65(20-22-66)18-9-23-74-47-27-40-44(28-46(47)73-5)59-31-60-53(40)62-38-15-16-42(57)41(56)25-38/h11-16,24-25,27-28,31-33,39,43,45,51,68H,6-10,17-23,26,29-30H2,1-5H3,(H,58,69)(H,63,71)(H,59,60,62)/t39-,43+,45+,51-/m1/s1",GNNZZAAWTZBPGM-NZMHYKQJSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5485,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1115.746,1114.46771429,78,8,5,14,C56H69ClF2N10O8S,"InChI=1S/C56H69ClF2N10O8S/c1-34-49(78-33-63-34)36-13-11-35(12-14-36)42(65-52(73)44-27-38(70)31-69(44)53(74)50(55(2,3)4)66-54(75)56(59)17-18-56)30-47(71)60-19-8-6-7-10-48(72)68-23-21-67(22-24-68)20-9-25-77-46-28-39-43(29-45(46)76-5)61-32-62-51(39)64-37-15-16-41(58)40(57)26-37/h11-16,26,28-29,32-33,38,42,44,50,70H,6-10,17-25,27,30-31H2,1-5H3,(H,60,71)(H,65,73)(H,66,75)(H,61,62,64)/t38-,42+,44+,50-/m1/s1",XEFGFUQIJSNZHH-VYRQVLTMSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,276,P00533,EGFR,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,11.7/22.3,98.9/96.6,934.532,933.366188684,65,6,4,13,C47H57ClFN7O8S,"InChI=1S/C47H57ClFN7O8S/c1-29-42(65-28-53-29)31-11-9-30(10-12-31)25-50-45(59)38-22-33(57)26-56(38)46(60)43(47(2,3)4)55-41(58)15-18-63-20-19-62-16-7-6-8-17-64-40-23-34-37(24-39(40)61-5)51-27-52-44(34)54-32-13-14-36(49)35(48)21-32/h9-14,21,23-24,27-28,33,38,43,57H,6-8,15-20,22,25-26H2,1-5H3,(H,50,59)(H,55,58)(H,51,52,54)/t33-,38+,43-/m1/s1",NICKHWYZMNLEPJ-TZSMONEZSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,277,P00533,EGFR,VHL,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOCCCCOCCCCOC3=CC4=NC=NC(NC5=CC=C(F)C(Cl)=C5)=C4C=C3NC(=O)/C=C/CN(C)C)C(C)(C)C)C=C2)SC=N1,215.8,79.1,1086.773,1085.4975372,76,6,5,14,C56H73ClFN9O8S,"InChI=1S/C56H73ClFN9O8S/c1-37-51(76-36-62-37)39-19-17-38(18-20-39)33-59-54(71)47-30-41(68)34-67(47)55(72)52(56(2,3)4)65-50(70)15-8-7-9-24-73-25-10-11-26-74-27-12-13-28-75-48-32-45-42(31-46(48)64-49(69)16-14-23-66(5)6)53(61-35-60-45)63-40-21-22-44(58)43(57)29-40/h14,16-22,29,31-32,35-36,41,47,52,68H,7-13,15,23-28,30,33-34H2,1-6H3,(H,59,71)(H,64,69)(H,65,70)(H,60,61,63)/b16-14+/t41-,47+,52-/m1/s1",BXHBYEPLXDQKAT-JYCNGAFSSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,560,P00533,EGFR,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,899.045,898.44024108,66,9,5,14,C48H55FN12O5,"InChI=1S/C48H55FN12O5/c49-32-9-11-33(12-10-32)52-48-54-39-28-51-42(26-36(39)45(57-48)60-20-17-31(30-62)18-21-60)55-41-15-13-34(27-50-41)59-24-22-58(23-25-59)19-4-2-1-3-8-43(63)53-38-7-5-6-35-37(38)29-61(47(35)66)40-14-16-44(64)56-46(40)65/h5-7,9-13,15,26-28,31,40,62H,1-4,8,14,16-25,29-30H2,(H,53,63)(H,50,51,55)(H,52,54,57)(H,56,64,65)",FFVKASNNDQLIDU-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1993,P00533,EGFR,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,824.003,823.428199176,61,9,4,12,C46H53N11O4,"InChI=1S/C46H53N11O4/c58-40(50-37-16-10-15-35-36(37)30-56(44(35)61)39-22-23-41(59)52-43(39)60)17-6-1-2-9-24-54-25-27-55(28-26-54)33-20-18-32(19-21-33)48-45-47-29-38-42(53-45)57(34-13-7-8-14-34)46(51-38)49-31-11-4-3-5-12-31/h3-5,10-12,15-16,18-21,29,34,39H,1-2,6-9,13-14,17,22-28,30H2,(H,49,51)(H,50,58)(H,47,48,53)(H,52,59,60)",WHKCGHLFWIJUOU-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1993,P00533,EGFR L858R/T790M,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,824.003,823.428199176,61,9,4,12,C46H53N11O4,"InChI=1S/C46H53N11O4/c58-40(50-37-16-10-15-35-36(37)30-56(44(35)61)39-22-23-41(59)52-43(39)60)17-6-1-2-9-24-54-25-27-55(28-26-54)33-20-18-32(19-21-33)48-45-47-29-38-42(53-45)57(34-13-7-8-14-34)46(51-38)49-31-11-4-3-5-12-31/h3-5,10-12,15-16,18-21,29,34,39H,1-2,6-9,13-14,17,22-28,30H2,(H,49,51)(H,50,58)(H,47,48,53)(H,52,59,60)",WHKCGHLFWIJUOU-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1993,P00533,EGFR e19d,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,824.003,823.428199176,61,9,4,12,C46H53N11O4,"InChI=1S/C46H53N11O4/c58-40(50-37-16-10-15-35-36(37)30-56(44(35)61)39-22-23-41(59)52-43(39)60)17-6-1-2-9-24-54-25-27-55(28-26-54)33-20-18-32(19-21-33)48-45-47-29-38-42(53-45)57(34-13-7-8-14-34)46(51-38)49-31-11-4-3-5-12-31/h3-5,10-12,15-16,18-21,29,34,39H,1-2,6-9,13-14,17,22-28,30H2,(H,49,51)(H,50,58)(H,47,48,53)(H,52,59,60)",WHKCGHLFWIJUOU-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5464,P00533,EGFR L858R/T790M,CRBN,C#CCN(CCCCCCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O)CCN(C)C1=CC(OC)=C(NC2=NC=CC(C3=CN(C)C4=CC=CC=C34)=N2)C=C1NC(=O)C=C,,,879.035,878.422779448,65,7,4,12,C49H54N10O6,"InChI=1S/C49H54N10O6/c1-6-24-58(25-13-9-8-10-19-45(61)51-36-17-14-16-33-35(36)31-59(48(33)64)41-20-21-46(62)55-47(41)63)27-26-56(3)42-29-43(65-5)39(28-38(42)52-44(60)7-2)54-49-50-23-22-37(53-49)34-30-57(4)40-18-12-11-15-32(34)40/h1,7,11-12,14-18,22-23,28-30,41H,2,8-10,13,19-21,24-27,31H2,3-5H3,(H,51,61)(H,52,60)(H,50,53,54)(H,55,62,63)",ZVJMBUCONGNNOE-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,559,P00533,EGFR,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,45.2,87,913.072,912.455891144,67,9,5,14,C49H57FN12O5,"InChI=1S/C49H57FN12O5/c50-33-10-12-34(13-11-33)53-49-55-40-29-52-43(27-37(40)46(58-49)61-21-18-32(31-63)19-22-61)56-42-16-14-35(28-51-42)60-25-23-59(24-26-60)20-5-3-1-2-4-9-44(64)54-39-8-6-7-36-38(39)30-62(48(36)67)41-15-17-45(65)57-47(41)66/h6-8,10-14,16,27-29,32,41,63H,1-5,9,15,17-26,30-31H2,(H,54,64)(H,51,52,56)(H,53,55,58)(H,57,65,66)",ZWLPWTDAYPOQGR-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,565,P00533,EGFR,CRBN,CN(C)C1CCN(C2=CC=C(NC3=CC4=C(N5CCN(CCCCCCCC(=O)NC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)N=C(NC5=CC=C(F)C=C5)N=C4C=N3)N=C2)CC1,,,926.115,925.48752562,68,9,4,14,C50H60FN13O4,"InChI=1S/C50H60FN13O4/c1-60(2)35-20-23-62(24-21-35)36-16-18-43(52-30-36)57-44-29-38-41(31-53-44)56-50(54-34-14-12-33(51)13-15-34)59-47(38)63-27-25-61(26-28-63)22-7-5-3-4-6-11-45(65)55-40-10-8-9-37-39(40)32-64(49(37)68)42-17-19-46(66)58-48(42)67/h8-10,12-16,18,29-31,35,42H,3-7,11,17,19-28,32H2,1-2H3,(H,55,65)(H,52,53,57)(H,54,56,59)(H,58,66,67)",JWIJDEAEELQGIY-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1994,P00533,EGFR,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,838.03,837.44384924,62,9,4,12,C47H55N11O4,"InChI=1S/C47H55N11O4/c59-41(51-38-17-11-16-36-37(38)31-57(45(36)62)40-23-24-42(60)53-44(40)61)18-7-2-1-3-10-25-55-26-28-56(29-27-55)34-21-19-33(20-22-34)49-46-48-30-39-43(54-46)58(35-14-8-9-15-35)47(52-39)50-32-12-5-4-6-13-32/h4-6,11-13,16-17,19-22,30,35,40H,1-3,7-10,14-15,18,23-29,31H2,(H,50,52)(H,51,59)(H,48,49,54)(H,53,60,61)",TWTFDTRUNNZWOY-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1994,P00533,EGFR L858R/T790M,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,838.03,837.44384924,62,9,4,12,C47H55N11O4,"InChI=1S/C47H55N11O4/c59-41(51-38-17-11-16-36-37(38)31-57(45(36)62)40-23-24-42(60)53-44(40)61)18-7-2-1-3-10-25-55-26-28-56(29-27-55)34-21-19-33(20-22-34)49-46-48-30-39-43(54-46)58(35-14-8-9-15-35)47(52-39)50-32-12-5-4-6-13-32/h4-6,11-13,16-17,19-22,30,35,40H,1-3,7-10,14-15,18,23-29,31H2,(H,50,52)(H,51,59)(H,48,49,54)(H,53,60,61)",TWTFDTRUNNZWOY-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,1994,P00533,EGFR e19d,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,838.03,837.44384924,62,9,4,12,C47H55N11O4,"InChI=1S/C47H55N11O4/c59-41(51-38-17-11-16-36-37(38)31-57(45(36)62)40-23-24-42(60)53-44(40)61)18-7-2-1-3-10-25-55-26-28-56(29-27-55)34-21-19-33(20-22-34)49-46-48-30-39-43(54-46)58(35-14-8-9-15-35)47(52-39)50-32-12-5-4-6-13-32/h4-6,11-13,16-17,19-22,30,35,40H,1-3,7-10,14-15,18,23-29,31H2,(H,50,52)(H,51,59)(H,48,49,54)(H,53,60,61)",TWTFDTRUNNZWOY-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5465,P00533,EGFR L858R/T790M,CRBN,C#CCN(CCCCCCCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O)CCN(C)C1=CC(OC)=C(NC2=NC=CC(C3=CN(C)C4=CC=CC=C34)=N2)C=C1NC(=O)C=C,,,893.062,892.438429512,66,7,4,12,C50H56N10O6,"InChI=1S/C50H56N10O6/c1-6-25-59(26-14-10-8-9-11-20-46(62)52-37-18-15-17-34-36(37)32-60(49(34)65)42-21-22-47(63)56-48(42)64)28-27-57(3)43-30-44(66-5)40(29-39(43)53-45(61)7-2)55-50-51-24-23-38(54-50)35-31-58(4)41-19-13-12-16-33(35)41/h1,7,12-13,15-19,23-24,29-31,42H,2,8-11,14,20-22,25-28,32H2,3-5H3,(H,52,62)(H,53,61)(H,51,54,55)(H,56,63,64)",NEPHIFUOEBQFEW-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5467,P00533,EGFR L858R/T790M,CRBN,C#CCN(CCCCCCCCCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O)CCN(C)C1=CC(OC)=C(NC2=NC=CC(C3=CN(C)C4=CC=CC=C34)=N2)C=C1NC(=O)C=C,,,921.116,920.46972964,68,7,4,12,C52H60N10O6,"InChI=1S/C52H60N10O6/c1-6-27-61(28-16-12-10-8-9-11-13-22-48(64)54-39-20-17-19-36-38(39)34-62(51(36)67)44-23-24-49(65)58-50(44)66)30-29-59(3)45-32-46(68-5)42(31-41(45)55-47(63)7-2)57-52-53-26-25-40(56-52)37-33-60(4)43-21-15-14-18-35(37)43/h1,7,14-15,17-21,25-26,31-33,44H,2,8-13,16,22-24,27-30,34H2,3-5H3,(H,54,64)(H,55,63)(H,53,56,57)(H,58,65,66)",CHDLLVONGFYTLZ-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,563,P00533,EGFR,CRBN,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4C=C(CN5CCN(C6=CC=C(NC7=CC8=C(N9CCC(CO)CC9)N=C(NC9=CC=C(F)C=C9)N=C8C=N7)N=C6)CC5)N=N4)C=CC=C3C2=O)C(=O)N1,,,994.15,993.48858824,73,10,5,17,C52H60FN15O5,"InChI=1S/C52H60FN15O5/c53-35-10-12-36(13-11-35)56-52-58-43-29-55-46(27-40(43)49(61-52)66-21-18-34(33-69)19-22-66)59-45-16-14-38(28-54-45)65-25-23-64(24-26-65)30-37-31-67(63-62-37)20-5-3-1-2-4-9-47(70)57-42-8-6-7-39-41(42)32-68(51(39)73)44-15-17-48(71)60-50(44)72/h6-8,10-14,16,27-29,31,34,44,69H,1-5,9,15,17-26,30,32-33H2,(H,57,70)(H,54,55,59)(H,56,58,61)(H,60,71,72)",YGIUVVAIJWPSDA-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,2403,P00533,EGFR e19d,CRBN,O=C(/C=C/CN1CCCCC1)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCC1=CN(CCCCCCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1,,,934.43,933.348898808,67,8,4,14,C47H49ClFN11O7,"InChI=1S/C47H49ClFN11O7/c48-33-23-29(15-16-34(33)49)52-44-32-24-37(54-41(62)14-10-21-58-19-6-4-7-20-58)39(25-36(32)50-28-51-44)67-27-30-26-59(57-56-30)22-8-3-1-2-5-13-40(61)53-35-12-9-11-31-43(35)47(66)60(46(31)65)38-17-18-42(63)55-45(38)64/h9-12,14-16,23-26,28,38H,1-8,13,17-22,27H2,(H,53,61)(H,54,62)(H,50,51,52)(H,55,63,64)/b14-10+",IKDWVMHENZHDMZ-GXDHUFHOSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,2405,P00533,EGFR e19d,CRBN,O=C(/C=C/CN1CCCCC1)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCC1=CN(CCCCCCCCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1,,,962.484,961.380198936,69,8,4,14,C49H53ClFN11O7,"InChI=1S/C49H53ClFN11O7/c50-35-25-31(17-18-36(35)51)54-46-34-26-39(56-43(64)16-12-23-60-21-8-6-9-22-60)41(27-38(34)52-30-53-46)69-29-32-28-61(59-58-32)24-10-5-3-1-2-4-7-15-42(63)55-37-14-11-13-33-45(37)49(68)62(48(33)67)40-19-20-44(65)57-47(40)66/h11-14,16-18,25-28,30,40H,1-10,15,19-24,29H2,(H,55,63)(H,56,64)(H,52,53,54)(H,57,65,66)/b16-12+",WAIDPWGKISVORF-FOWTUZBSSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5612,P00533,EGFR,CRBN,C=CC(=O)NC1=CC=CC(NC2=NC(NC3=CC=C(N4CCN(CC(=O)NCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3OC)=NC=C2C(F)(F)F)=C1,,,883.889,883.337727408,64,7,6,14,C43H44F3N11O7,"InChI=1S/C43H44F3N11O7/c1-3-34(58)50-25-7-4-8-26(21-25)51-38-29(43(44,45)46)23-49-42(54-38)52-30-12-11-27(22-33(30)64-2)56-19-17-55(18-20-56)24-36(60)48-16-6-15-47-31-10-5-9-28-37(31)41(63)57(40(28)62)32-13-14-35(59)53-39(32)61/h3-5,7-12,21-23,32,47H,1,6,13-20,24H2,2H3,(H,48,60)(H,50,58)(H,53,59,61)(H2,49,51,52,54)",YIUFSCFMBJSOOL-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5612,P00533,EGFR L858R/T790M,CRBN,C=CC(=O)NC1=CC=CC(NC2=NC(NC3=CC=C(N4CCN(CC(=O)NCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3OC)=NC=C2C(F)(F)F)=C1,,,883.889,883.337727408,64,7,6,14,C43H44F3N11O7,"InChI=1S/C43H44F3N11O7/c1-3-34(58)50-25-7-4-8-26(21-25)51-38-29(43(44,45)46)23-49-42(54-38)52-30-12-11-27(22-33(30)64-2)56-19-17-55(18-20-56)24-36(60)48-16-6-15-47-31-10-5-9-28-37(31)41(63)57(40(28)62)32-13-14-35(59)53-39(32)61/h3-5,7-12,21-23,32,47H,1,6,13-20,24H2,2H3,(H,48,60)(H,50,58)(H,53,59,61)(H2,49,51,52,54)",YIUFSCFMBJSOOL-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,5612,P00533,EGFR e19d,CRBN,C=CC(=O)NC1=CC=CC(NC2=NC(NC3=CC=C(N4CCN(CC(=O)NCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=C3OC)=NC=C2C(F)(F)F)=C1,,,883.889,883.337727408,64,7,6,14,C43H44F3N11O7,"InChI=1S/C43H44F3N11O7/c1-3-34(58)50-25-7-4-8-26(21-25)51-38-29(43(44,45)46)23-49-42(54-38)52-30-12-11-27(22-33(30)64-2)56-19-17-55(18-20-56)24-36(60)48-16-6-15-47-31-10-5-9-28-37(31)41(63)57(40(28)62)32-13-14-35(59)53-39(32)61/h3-5,7-12,21-23,32,47H,1,6,13-20,24H2,2H3,(H,48,60)(H,50,58)(H,53,59,61)(H2,49,51,52,54)",YIUFSCFMBJSOOL-UHFFFAOYSA-N
DB00072,Trastuzumab,BiotechDrug,Epidermal growth factor receptor,571,P00533,EGFR,VHL,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NCCOCCOCCN3C=C(CN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)N=N3)C(C)(C)C)C=C2)SC=N1,,,1155.42,1154.57602334,83,10,6,21,C59H75FN16O6S,"InChI=1S/C59H75FN16O6S/c1-39-53(83-38-65-39)42-7-5-40(6-8-42)31-64-56(79)50-29-47(78)36-76(50)57(80)54(59(2,3)4)61-17-25-81-27-28-82-26-24-75-35-45(70-71-75)34-72-20-22-73(23-21-72)46-13-14-51(62-32-46)68-52-30-48-49(33-63-52)67-58(66-44-11-9-43(60)10-12-44)69-55(48)74-18-15-41(37-77)16-19-74/h5-14,30,32-33,35,38,41,47,50,54,61,77-78H,15-29,31,34,36-37H2,1-4H3,(H,64,79)(H,62,63,68)(H,66,67,69)/t47-,50+,54-/m1/s1",SCALGKKEKZAYQL-PZUTWEFSSA-N
